week,title_len,attr_count,latency_ms
1,39.4,4.18,95.5
1,42.0,2.69,193.8
1,42.0,3.43,175.8
1,36.7,2.67,135.4
1,31.2,2.65,72.9
1,37.8,2.63,83.9
1,47.8,3.39,186.6
1,31.1,3.47,90.1
1,40.1,3.58,216.6
1,45.7,4.57,252.2
1,54.1,4.74,175.0
1,37.4,4.01,132.0
1,42.4,3.44,80.0
1,47.4,2.44,49.0
1,36.7,2.52,37.6
1,36.0,3.69,69.6
1,40.9,2.27,176.7
1,38.8,2.39,178.6
1,54.0,3.28,190.9
1,36.3,2.97,75.4
1,48.1,3.03,74.5
1,42.3,4.13,136.8
1,46.2,2.97,120.9
1,35.0,2.31,87.6
1,48.9,1.87,108.3
1,52.2,3.71,124.3
1,34.1,4.62,68.4
1,45.3,3.21,195.6
1,42.6,2.66,117.2
1,44.1,3.82,139.2
1,38.1,3.26,38.5
1,45.6,3.71,108.8
1,44.2,3.55,98.8
1,44.3,4.57,65.1
1,39.7,4.93,63.5
1,39.8,2.0,50.6
1,46.3,2.55,212.4
1,34.4,2.34,109.5
1,40.8,3.39,216.7
1,42.3,2.94,186.2
1,45.8,2.61,125.6
1,38.7,3.69,125.9
1,36.1,1.61,88.9
1,31.2,2.51,201.4
1,42.8,2.16,198.6
1,42.6,3.33,120.1
1,45.5,3.27,105.1
1,40.7,3.15,91.5
1,36.5,2.78,91.8
1,48.0,2.89,87.4
1,53.7,3.64,37.8
1,48.2,4.76,96.3
1,44.7,2.39,67.8
1,32.7,1.95,163.8
1,49.5,3.37,110.6
1,39.5,2.73,106.3
1,41.6,1.81,95.4
1,42.7,2.64,141.7
1,44.5,4.43,78.7
1,40.5,2.82,60.9
1,44.3,2.46,70.8
1,29.0,3.84,83.0
1,44.6,3.77,140.8
1,48.1,2.74,285.7
1,41.8,2.33,98.5
1,42.6,4.46,89.1
1,35.2,4.75,54.7
1,41.2,1.21,207.4
1,39.3,3.51,152.8
1,48.8,3.2,151.7
1,46.6,2.59,57.2
1,40.3,3.74,45.9
1,38.3,1.03,54.2
1,44.7,2.89,54.1
1,34.8,3.21,104.9
1,31.4,2.57,272.6
1,40.2,2.21,186.7
1,35.1,2.16,126.8
1,44.9,4.47,63.1
1,46.3,3.57,76.8
1,39.2,4.36,62.8
1,46.7,2.13,125.5
1,43.2,3.04,119.7
1,43.4,2.97,202.8
1,33.3,2.33,78.3
1,41.0,2.86,364.2
1,50.3,2.88,26.3
1,48.7,3.51,125.4
1,39.0,3.72,86.9
1,44.5,2.76,201.2
1,37.3,2.08,80.2
1,40.6,3.61,50.8
1,40.9,4.36,51.3
1,47.4,4.27,137.1
1,36.6,1.94,56.4
1,43.4,2.02,125.0
1,38.6,3.71,63.6
1,47.0,2.21,194.5
1,49.8,3.27,41.9
1,39.6,3.69,100.5
1,42.2,1.4,164.5
1,46.7,2.66,66.6
1,35.2,4.81,105.5
1,47.1,3.11,64.7
1,35.5,3.48,60.5
1,39.4,4.12,21.1
1,37.2,2.9,135.5
1,47.1,3.49,273.4
1,41.3,2.56,80.0
1,52.5,3.8,10.0
1,42.0,2.87,111.1
1,49.2,3.14,43.6
1,42.4,3.33,53.8
1,31.5,0.87,67.0
1,51.1,1.72,43.8
1,39.4,4.09,158.6
1,37.1,3.36,271.2
1,41.7,2.65,41.3
1,36.6,1.68,43.0
1,37.3,3.54,92.8
1,46.6,4.35,299.1
1,40.3,2.67,147.6
1,41.1,2.93,64.3
1,38.0,4.17,212.5
1,39.0,2.37,232.2
1,42.2,4.35,117.3
1,49.0,3.06,121.7
1,26.7,3.29,71.6
1,42.7,2.46,123.7
1,43.2,3.09,103.4
1,42.5,2.25,200.3
1,39.6,3.32,103.5
1,47.4,3.07,173.2
1,35.1,3.71,33.0
1,46.2,3.35,133.1
1,41.9,2.7,162.4
1,40.6,3.2,130.2
1,39.1,2.1,70.7
1,40.4,3.15,44.6
1,36.8,2.06,106.5
1,44.2,1.79,189.1
1,41.3,1.68,69.6
1,34.7,2.16,182.0
1,42.7,3.42,100.9
1,42.9,3.36,163.3
1,50.8,3.02,49.3
1,40.5,2.39,156.2
1,34.3,3.54,256.6
1,40.5,1.66,274.9
1,33.6,3.09,178.7
1,38.0,2.92,110.0
1,45.6,3.22,171.4
1,44.5,3.18,107.2
1,42.8,2.54,352.8
1,48.6,2.58,63.7
1,42.7,1.84,139.9
1,28.6,2.28,196.7
1,36.8,3.59,79.3
1,35.2,3.01,179.5
1,45.9,2.96,184.4
1,51.3,3.55,124.6
1,39.2,2.58,125.8
1,38.4,2.25,146.2
1,49.6,2.73,69.8
1,43.6,4.12,105.8
1,42.0,3.2,177.8
1,45.0,3.45,96.8
1,41.3,2.71,117.5
1,42.4,2.78,117.4
1,46.8,2.67,56.1
1,45.1,2.31,149.9
1,53.8,2.81,106.9
1,45.0,3.0,177.1
1,44.8,2.81,34.5
1,31.5,2.87,101.9
1,42.3,3.03,132.2
1,57.7,2.73,53.7
1,45.9,1.73,54.1
1,44.7,4.06,64.2
1,26.2,2.4,148.4
1,48.0,1.21,73.0
1,44.6,3.41,122.4
1,37.3,4.85,52.4
1,46.1,2.15,248.4
1,40.6,3.25,35.0
1,28.6,1.93,117.0
1,33.1,2.57,39.5
1,37.2,2.49,151.8
1,45.4,2.9,156.5
1,39.1,3.46,87.4
1,48.4,3.78,93.8
1,34.3,2.77,72.2
1,46.4,3.44,135.9
1,41.0,3.96,42.9
1,44.5,4.22,91.3
1,34.3,2.57,155.9
1,40.2,2.36,114.1
1,49.4,2.02,129.0
1,45.8,3.2,110.2
1,47.0,4.44,58.0
1,32.7,1.55,54.5
1,39.5,3.68,150.1
1,38.8,4.61,147.8
1,42.7,2.77,269.9
1,42.9,1.68,77.3
1,44.9,2.38,112.8
1,35.4,2.09,100.3
1,40.8,2.33,102.3
1,35.7,3.07,250.2
1,33.2,4.17,199.2
1,41.7,2.37,66.3
1,51.6,2.26,19.5
1,36.6,2.43,96.9
1,37.3,3.11,102.9
1,45.3,2.64,52.2
1,43.2,3.04,151.3
1,35.0,0.64,117.1
1,40.8,3.53,61.9
1,36.5,3.56,65.6
1,39.0,3.64,84.2
1,49.8,2.74,126.5
1,43.8,2.26,114.1
1,42.9,2.37,132.8
1,35.3,2.37,101.1
1,36.7,3.62,170.0
1,38.5,4.02,133.7
1,45.4,2.23,122.8
1,42.6,2.69,107.3
1,45.7,1.85,69.5
1,43.7,2.61,38.0
1,38.2,3.38,82.9
1,33.7,2.66,116.4
1,37.4,3.63,186.9
1,40.3,2.5,144.0
1,47.5,3.78,135.3
1,39.5,1.69,107.0
1,33.7,4.89,145.1
1,54.3,2.6,164.9
1,39.2,2.73,214.9
1,41.3,1.36,128.4
1,45.2,2.43,78.6
1,48.1,1.59,158.1
1,41.6,2.64,140.4
1,39.3,3.05,241.3
1,45.0,2.89,97.8
1,31.5,3.27,52.0
1,35.9,3.44,80.1
1,36.5,3.35,156.4
1,45.5,3.01,49.8
1,40.2,0.91,89.0
1,34.6,2.8,105.7
1,45.2,2.91,87.4
1,49.2,1.28,202.8
1,37.3,2.68,66.5
1,47.1,3.13,32.5
1,45.2,1.81,120.7
1,32.4,3.23,75.6
1,36.4,3.83,96.6
1,37.7,3.7,73.5
1,43.3,1.89,111.5
1,33.5,3.01,144.2
1,48.5,4.91,110.0
1,38.4,4.51,66.3
1,52.3,2.37,180.9
1,39.5,2.89,126.0
1,51.0,3.46,71.4
1,31.5,2.69,94.2
1,52.6,3.17,90.5
1,47.0,2.84,83.6
1,49.0,2.23,44.5
1,35.2,1.98,60.4
1,45.9,4.97,77.1
1,45.0,2.55,101.8
1,43.6,3.79,90.2
1,49.6,4.2,55.4
1,46.3,2.13,50.6
1,39.5,2.86,85.1
1,39.2,3.47,142.6
1,50.8,3.5,119.3
1,41.7,3.71,281.0
1,43.2,2.33,97.9
1,35.2,3.29,227.4
1,44.9,2.66,82.0
1,42.5,3.15,57.0
1,42.5,3.48,195.6
1,45.8,2.87,179.5
1,47.6,2.16,134.8
1,41.1,2.17,90.2
1,50.9,4.56,143.1
1,44.7,4.54,142.7
1,40.3,2.87,133.7
1,38.2,2.95,86.0
1,46.0,3.21,140.6
1,19.2,2.3,155.8
1,47.1,3.73,95.4
1,42.1,2.96,150.1
1,37.6,2.19,19.5
1,33.0,2.69,84.3
1,40.5,1.65,131.1
1,48.5,3.54,99.1
1,38.6,3.19,56.8
1,38.0,1.63,75.5
1,42.8,0.16,75.7
1,40.2,3.42,88.8
1,42.2,2.48,146.2
1,44.3,3.08,68.3
1,38.9,3.45,159.8
1,48.0,3.78,52.5
1,33.8,1.85,222.9
1,35.2,2.96,72.5
1,40.4,3.36,71.0
1,37.6,2.43,73.4
1,42.8,2.73,43.1
1,46.6,3.96,21.3
1,33.8,2.48,210.6
1,39.1,2.34,81.0
1,31.7,3.88,35.5
1,41.5,2.4,37.4
1,37.4,3.65,142.4
1,42.7,3.47,90.6
1,42.1,2.92,144.1
1,39.0,3.43,157.7
1,41.5,3.22,174.9
1,42.0,0.67,158.2
1,37.5,2.9,149.5
1,32.7,2.32,123.7
1,47.0,2.87,169.1
1,45.3,2.23,263.1
1,37.8,1.86,162.7
1,34.7,3.8,74.6
1,45.7,2.8,171.0
1,44.0,2.78,33.8
1,36.8,4.11,48.8
1,40.9,3.32,48.2
1,38.0,4.68,75.0
1,49.0,3.91,79.3
1,54.1,3.29,85.4
1,44.8,3.05,120.8
1,42.2,3.92,163.8
1,41.3,1.83,76.0
1,45.8,2.43,60.6
1,39.5,2.33,163.6
1,40.8,2.72,133.3
1,43.3,3.1,78.7
1,41.0,2.23,59.0
1,47.9,1.34,89.0
1,48.4,4.44,95.8
1,44.7,3.65,59.4
1,47.4,2.45,17.9
1,40.7,4.08,81.9
1,35.0,2.5,345.3
1,34.0,2.96,266.9
1,51.3,2.69,47.9
1,41.3,3.01,98.2
1,37.7,2.26,54.3
1,42.6,3.87,224.9
1,42.1,2.84,43.2
1,51.4,2.49,70.2
1,47.5,2.76,117.5
1,45.4,3.18,169.0
1,40.2,3.77,81.0
1,39.5,2.69,191.6
1,41.7,3.2,173.2
1,47.8,2.96,117.0
1,45.9,3.43,57.6
1,45.2,4.17,61.6
1,39.9,3.15,59.1
1,43.9,2.22,216.0
1,45.2,1.06,96.0
1,46.3,2.92,96.7
1,47.7,4.1,51.3
1,28.8,1.91,74.3
1,39.1,2.77,128.2
1,30.0,2.4,103.2
1,40.8,3.36,172.1
1,43.0,2.09,52.9
1,35.6,3.08,258.0
1,41.5,3.77,68.9
1,47.8,3.05,279.4
1,42.3,2.89,87.0
1,41.4,2.74,98.2
1,38.6,1.72,135.6
1,41.3,3.71,67.5
1,33.1,3.82,148.6
1,51.5,2.66,74.0
1,35.4,2.74,29.0
1,41.5,3.71,73.7
1,53.2,1.56,184.9
1,49.6,3.77,76.1
1,33.2,2.58,111.7
1,46.7,4.27,86.8
1,43.6,1.95,101.6
1,37.0,2.17,59.1
1,36.8,3.98,20.7
1,45.2,2.23,97.2
1,41.5,3.53,146.3
1,33.0,3.13,76.4
1,43.3,2.65,128.6
1,46.1,4.08,142.0
2,45.2,3.38,167.4
2,34.2,1.83,138.7
2,46.1,4.07,97.8
2,43.6,3.02,114.2
2,36.2,1.68,73.0
2,33.0,2.06,69.9
2,43.6,2.51,99.0
2,39.1,2.95,102.5
2,41.8,2.83,19.9
2,30.1,3.44,118.4
2,38.2,3.02,153.6
2,45.7,3.45,102.4
2,45.1,1.66,177.1
2,46.8,3.24,17.3
2,40.7,2.63,87.5
2,36.5,3.89,43.8
2,46.6,3.6,120.9
2,38.7,2.02,75.1
2,35.2,4.44,37.8
2,34.6,2.18,60.5
2,47.5,3.47,97.2
2,43.6,2.99,113.5
2,37.2,2.57,166.5
2,49.7,2.43,147.5
2,44.6,2.31,60.5
2,47.2,2.51,148.8
2,39.8,1.85,50.5
2,39.3,2.97,109.1
2,46.1,2.39,199.8
2,47.2,2.47,103.4
2,40.8,2.44,72.8
2,35.0,5.3,147.9
2,39.9,3.32,180.6
2,47.5,1.64,78.7
2,53.8,2.23,56.6
2,42.3,2.43,53.9
2,45.1,2.73,191.9
2,45.6,3.22,88.4
2,34.7,2.56,87.9
2,45.8,2.35,63.7
2,32.8,3.81,97.6
2,34.9,3.25,127.3
2,41.3,2.1,95.8
2,54.8,2.83,136.7
2,31.7,2.08,23.4
2,53.7,3.85,112.6
2,39.9,3.85,122.9
2,35.4,3.48,101.6
2,48.0,1.69,93.9
2,38.8,2.11,73.3
2,46.9,3.3,128.7
2,53.7,2.67,243.7
2,40.6,4.63,145.9
2,39.7,3.83,82.0
2,38.4,2.4,74.7
2,48.0,3.19,81.5
2,39.8,4.43,127.6
2,43.2,2.29,116.0
2,49.2,2.4,80.3
2,37.8,2.82,17.4
2,45.6,2.5,145.4
2,48.5,2.41,96.7
2,41.4,2.66,174.9
2,39.5,2.46,111.6
2,21.0,2.96,192.2
2,45.2,3.94,94.9
2,47.6,3.4,106.5
2,47.8,2.96,128.5
2,39.2,3.95,60.8
2,46.6,2.15,168.0
2,50.0,3.49,100.9
2,43.6,4.62,114.9
2,40.8,3.15,56.9
2,35.9,2.29,163.0
2,37.5,2.88,96.5
2,33.0,2.13,46.2
2,37.7,2.17,160.0
2,47.0,2.55,122.5
2,38.3,4.06,215.2
2,40.4,3.23,225.0
2,44.5,3.68,178.9
2,48.1,2.52,37.4
2,35.8,2.57,92.0
2,37.6,3.37,139.6
2,45.3,2.67,87.7
2,38.9,2.57,172.5
2,39.0,2.6,188.0
2,43.4,2.07,124.4
2,36.5,2.52,155.0
2,35.7,2.25,154.9
2,45.3,2.66,146.6
2,45.3,1.32,172.2
2,44.6,3.19,38.2
2,44.0,3.61,70.2
2,34.1,3.12,64.4
2,38.4,2.24,148.6
2,40.5,3.32,170.6
2,38.0,3.78,97.9
2,38.2,2.02,31.5
2,42.3,3.54,327.4
2,34.3,2.98,155.5
2,47.6,3.46,115.6
2,34.9,1.39,279.4
2,45.2,0.76,224.8
2,32.6,2.75,126.0
2,44.9,3.84,129.7
2,35.8,2.9,96.3
2,40.4,1.56,163.1
2,45.1,3.34,94.5
2,35.9,4.23,108.8
2,41.8,1.33,124.9
2,38.7,2.25,145.6
2,30.3,3.96,64.4
2,50.2,3.85,87.6
2,36.5,2.65,195.7
2,43.0,3.52,98.4
2,33.0,3.26,170.3
2,49.1,2.69,114.9
2,49.4,3.39,106.7
2,34.9,1.21,82.2
2,45.2,2.87,85.2
2,45.2,3.17,163.7
2,48.9,2.56,107.7
2,46.0,3.33,139.8
2,40.8,3.72,39.1
2,51.6,2.46,105.6
2,41.2,2.33,194.2
2,40.7,1.42,102.8
2,39.4,1.97,84.6
2,40.5,2.59,236.0
2,31.6,3.06,107.7
2,41.1,2.85,255.5
2,46.8,3.05,83.7
2,50.2,3.37,148.3
2,44.1,2.15,42.2
2,43.2,3.06,249.6
2,26.9,1.55,82.2
2,50.3,3.67,18.7
2,39.5,3.98,144.4
2,40.6,2.11,51.4
2,33.7,4.32,115.7
2,39.4,2.53,147.6
2,47.8,4.15,186.0
2,46.9,2.56,189.3
2,52.8,3.56,78.2
2,41.4,3.89,116.9
2,41.0,2.72,55.8
2,35.9,3.05,88.1
2,39.9,2.2,177.2
2,42.9,4.02,73.2
2,39.4,3.11,106.1
2,38.3,4.02,230.3
2,37.3,2.97,103.0
2,41.4,4.11,116.5
2,39.9,2.79,169.4
2,47.8,4.15,79.4
2,48.3,3.7,77.4
2,41.3,4.67,109.4
2,35.1,2.22,75.2
2,33.5,2.47,116.2
2,35.5,3.93,220.9
2,39.1,3.44,157.8
2,46.0,3.77,74.8
2,39.3,0.99,85.5
2,43.4,3.67,121.5
2,38.8,1.41,126.8
2,35.5,2.76,70.9
2,51.1,3.1,95.4
2,37.1,2.76,53.4
2,41.5,1.69,55.5
2,48.8,4.03,152.4
2,38.6,3.31,247.4
2,39.2,2.87,95.4
2,37.4,3.32,146.0
2,35.5,2.88,82.4
2,38.0,3.99,121.1
2,34.0,3.96,100.0
2,48.8,2.88,54.6
2,45.8,4.62,165.6
2,40.6,3.04,30.0
2,45.5,4.42,185.3
2,52.1,4.12,111.5
2,32.0,3.1,145.8
2,32.8,4.27,135.0
2,46.5,4.09,191.3
2,38.9,2.66,63.3
2,42.3,3.37,49.9
2,39.5,4.01,75.1
2,47.6,2.63,213.2
2,44.9,2.21,162.7
2,42.3,3.06,108.3
2,32.9,1.62,128.1
2,46.4,3.4,93.5
2,40.4,3.33,31.5
2,40.6,3.34,174.1
2,43.5,3.63,102.8
2,35.2,1.67,82.1
2,37.7,3.52,60.9
2,43.5,2.47,83.8
2,47.0,2.91,64.1
2,37.3,2.59,63.5
2,50.6,4.07,205.0
2,52.0,2.84,43.0
2,44.0,2.48,118.7
2,44.5,3.52,100.0
2,33.2,2.93,81.9
2,29.6,1.79,142.0
2,40.9,2.34,66.2
2,42.2,3.44,58.1
2,48.7,2.82,132.4
2,44.7,1.01,190.3
2,34.5,2.15,95.5
2,42.8,2.05,168.0
2,38.6,2.82,152.6
2,38.7,2.74,196.0
2,44.2,3.12,303.6
2,43.1,2.84,131.8
2,48.2,1.98,73.7
2,37.6,2.73,169.4
2,53.6,3.08,97.9
2,36.9,2.23,90.2
2,29.6,3.85,124.4
2,32.6,2.47,73.8
2,41.8,3.7,115.8
2,55.1,2.79,65.7
2,42.5,3.55,56.6
2,42.5,1.58,150.0
2,35.2,3.77,173.2
2,43.8,3.16,106.1
2,41.1,3.75,135.2
2,29.1,1.51,49.0
2,39.3,2.95,108.1
2,48.9,1.66,130.3
2,34.4,3.43,132.8
2,27.5,3.77,123.5
2,21.7,2.57,46.5
2,35.4,4.18,174.3
2,48.8,2.24,71.6
2,36.4,1.94,92.6
2,53.2,3.62,80.1
2,44.0,3.95,127.6
2,33.4,2.7,129.2
2,48.0,3.42,124.2
2,33.7,2.6,60.4
2,35.8,3.07,100.8
2,34.8,3.36,59.3
2,41.1,3.96,68.4
2,36.3,2.69,256.1
2,37.5,2.89,227.2
2,44.4,2.81,97.4
2,46.2,2.58,168.1
2,45.7,2.82,47.6
2,38.0,2.38,96.8
2,38.3,1.9,63.6
2,45.3,2.23,201.9
2,55.7,3.21,145.8
2,50.9,2.65,211.6
2,39.8,3.01,171.8
2,51.9,4.06,112.3
2,48.0,1.32,158.3
2,49.5,1.89,76.2
2,45.6,2.5,92.0
2,48.0,2.72,78.7
2,43.5,3.65,118.9
2,52.7,1.32,168.6
2,44.8,2.37,101.5
2,41.5,1.56,240.6
2,42.2,3.08,237.8
2,36.2,3.68,138.8
2,48.5,3.24,66.1
2,44.0,2.93,133.6
2,47.5,3.09,95.2
2,49.1,3.5,92.3
2,52.0,3.6,119.0
2,38.7,3.26,256.8
2,51.7,2.93,84.8
2,31.0,3.14,180.5
2,29.4,1.92,103.6
2,45.1,3.0,157.5
2,41.2,3.43,76.8
2,36.9,3.39,138.8
2,45.8,4.23,61.2
2,48.5,2.83,162.7
2,49.5,0.81,215.6
2,42.5,2.35,220.3
2,38.7,3.9,157.6
2,36.1,2.1,200.7
2,43.0,3.39,31.7
2,40.2,3.79,45.3
2,52.8,1.62,111.0
2,47.2,1.27,130.6
2,40.3,4.66,98.1
2,41.3,3.19,144.9
2,37.3,3.12,121.2
2,36.3,3.71,85.6
2,47.8,3.36,221.6
2,43.1,1.87,152.8
2,38.4,1.54,59.3
2,42.5,4.17,111.1
2,54.8,2.7,96.3
2,40.3,3.62,137.7
2,38.3,1.67,68.8
2,43.8,2.35,45.5
2,44.3,3.55,83.4
2,45.7,3.13,193.2
2,37.0,3.87,93.1
2,47.4,4.16,120.9
2,51.2,3.3,123.1
2,48.8,2.11,54.3
2,36.8,3.77,209.7
2,36.7,3.5,210.9
2,37.5,3.24,48.1
2,40.4,3.05,54.4
2,45.1,2.83,26.8
2,52.9,3.37,110.9
2,45.5,3.17,155.8
2,42.7,2.63,132.8
2,39.6,3.43,155.6
2,29.0,3.51,228.4
2,39.4,3.65,165.1
2,48.1,1.77,84.7
2,41.5,3.29,102.7
2,40.5,2.1,73.5
2,41.7,3.45,94.4
2,49.4,2.6,121.8
2,38.2,2.4,202.8
2,48.4,3.25,96.0
2,42.8,3.99,198.0
2,46.7,4.77,42.8
2,36.4,4.24,81.2
2,39.3,3.34,103.9
2,44.0,3.74,103.8
2,48.2,2.67,87.0
2,48.2,3.47,122.0
2,42.8,2.23,153.8
2,45.1,3.71,103.7
2,37.6,3.55,199.2
2,42.5,1.83,115.3
2,56.2,2.57,181.9
2,40.8,3.1,110.0
2,37.0,2.67,56.7
2,40.8,3.13,137.5
2,37.4,3.34,162.0
2,36.1,2.64,99.9
2,46.2,3.0,259.3
2,50.5,3.98,190.2
2,42.7,3.0,166.4
2,40.4,4.33,149.8
2,34.7,2.65,130.3
2,34.6,3.61,184.2
2,46.8,4.62,222.9
2,35.4,3.18,307.4
2,42.0,4.25,183.0
2,36.8,3.07,135.6
2,41.3,2.74,162.3
2,31.8,2.64,64.1
2,49.1,3.64,63.3
2,41.4,1.94,96.7
2,43.8,3.27,71.0
2,49.7,1.32,129.8
2,50.4,3.65,161.5
2,43.6,3.3,22.3
2,45.7,1.87,148.3
2,50.3,2.67,120.5
2,25.2,2.72,115.0
2,46.0,3.07,114.7
2,39.5,3.03,167.6
2,30.9,3.04,113.7
2,39.9,2.22,63.0
2,43.7,4.11,224.0
2,37.1,2.9,149.2
2,44.7,3.32,57.2
2,44.7,4.66,93.9
2,38.4,3.19,77.8
2,56.7,3.09,42.4
2,48.8,3.54,100.2
2,36.6,2.85,90.2
2,49.3,3.74,200.0
2,36.5,3.06,135.6
2,44.1,4.27,97.9
2,45.1,3.08,159.8
2,36.2,3.35,40.2
2,35.2,4.21,88.8
2,40.7,2.8,167.6
2,41.6,2.68,88.9
2,31.9,2.04,192.4
2,36.5,1.6,200.5
2,39.1,3.08,59.2
2,42.1,2.29,70.4
2,40.3,3.49,109.4
2,46.5,3.86,253.4
2,23.0,3.51,79.0
2,42.6,2.64,51.8
2,45.4,3.14,120.8
2,31.9,2.96,124.4
2,37.0,2.4,94.0
2,51.2,4.06,42.5
2,45.9,4.04,63.3
2,35.2,3.22,77.0
2,34.7,1.69,283.8
2,32.2,3.29,51.1
2,30.7,1.74,67.8
2,42.2,2.17,118.8
2,43.6,2.95,130.8
2,47.7,2.04,225.4
2,45.3,3.48,109.9
2,36.3,4.4,116.0
2,45.1,3.27,92.1
2,46.4,3.76,129.6
2,37.3,3.38,77.4
2,48.8,2.18,33.1
2,31.5,2.69,58.3
2,55.3,2.92,132.0
2,38.1,3.86,133.0
2,37.7,3.36,109.5
2,38.8,4.63,130.6
2,40.5,2.99,77.7
2,41.9,4.55,86.9
2,39.4,4.5,46.1
2,43.9,2.1,342.4
2,42.2,4.35,89.8
2,39.9,2.96,184.6
2,26.1,2.97,113.7
2,40.9,2.31,96.5
2,41.7,3.52,60.7
2,36.0,4.03,42.6
2,44.0,3.22,22.8
2,42.7,2.26,77.0
2,35.7,2.02,110.0
2,39.0,2.47,108.6
2,36.1,3.33,123.2
2,40.7,4.15,154.3
2,33.5,3.08,83.2
2,38.2,2.96,138.4
2,47.6,3.23,113.2
2,40.5,2.38,87.2
2,51.2,2.88,69.8
2,30.0,3.83,46.5
2,39.1,3.26,278.3
2,36.0,3.06,222.9
2,42.3,3.14,61.8
2,39.6,4.06,162.5
2,40.3,3.42,62.7
2,39.2,3.28,181.0
2,56.8,2.46,158.2
2,51.7,4.09,156.1
2,46.2,2.34,138.2
2,43.6,2.72,71.1
2,41.7,2.84,158.0
2,43.7,1.56,42.6
2,48.2,3.11,142.1
2,47.8,3.49,61.2
2,32.7,3.36,94.6
2,43.9,3.23,213.2
2,43.1,4.06,258.9
2,38.9,2.63,138.0
2,31.5,3.9,163.8
2,50.1,3.15,125.7
2,34.7,2.72,106.6
2,38.8,2.43,87.1
2,41.6,1.84,52.6
2,43.0,3.02,85.1
2,44.2,3.27,132.7
2,35.9,2.66,91.8
2,39.8,2.37,104.0
2,49.2,2.7,75.0
2,39.9,5.05,133.5
2,42.0,3.11,161.6
2,44.1,3.01,91.0
2,42.5,4.71,182.1
2,35.0,2.68,58.8
2,36.2,2.74,92.9
2,40.8,2.28,195.6
2,38.7,2.29,45.4
2,48.3,3.75,79.7
2,45.7,3.16,167.3
2,42.9,2.81,104.0
2,37.2,4.44,69.0
2,47.4,3.2,128.5
2,47.5,4.22,82.7
2,48.7,2.54,221.5
2,34.5,4.28,54.8
2,46.1,3.83,115.8
2,40.4,2.7,165.7
2,38.1,1.82,79.3
2,35.2,1.6,176.4
2,34.1,4.26,166.3
2,45.0,4.05,169.0
2,35.6,1.97,102.2
2,37.2,2.88,211.4
2,42.2,2.0,81.0
2,36.9,2.79,118.3
2,38.7,4.01,86.4
2,40.9,3.59,272.4
2,41.9,2.65,79.7
2,41.9,2.38,72.4
2,50.3,4.32,151.6
